"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"499",16,"Preston Williams",MIA,"WR167","11","2 out of 5 stars","-"
"500",16,"Dante Pettis",CHI,"WR168","14","3 out of 5 stars","-"
"501",16,"Zach Gentry",PIT,"TE78","9","4 out of 5 stars","-"
"502",16,"Bisi Johnson",MIN,"WR169","7","2 out of 5 stars","-"
"503",16,"Andrew Jacas",SF,"K39","9","3 out of 5 stars","-"
"504",16,"Devin Funchess",DET,"WR170","6","3 out of 5 stars","-"
"505",16,"Marquise Goodwin",SEA,"WR171","11","4 out of 5 stars","-145"
"506",16,"Jonathan Ward",ARI,"RB140","13","2 out of 5 stars","-"
"507",16,"Gardner Minshew II",PHI,"QB47","7","4 out of 5 stars","-"
"508",16,"Trent Sherfield",MIA,"WR172","11","2 out of 5 stars","-"
"509",16,"Josh Gordon",KC,"WR173","8","2 out of 5 stars","-163"
"510",16,"Dezmon Patmon",IND,"WR174","14","4 out of 5 stars","-"
"511",16,"Jacob Hollister",LV,"TE79","6","2 out of 5 stars","-"
"512",16,"Noah Gray",KC,"TE80","8","3 out of 5 stars","-"
"513",16,"Collin Johnson",NYG,"WR175","9","4 out of 5 stars","-"
"514",16,"Taylor Heinicke",WAS,"QB48","14","4 out of 5 stars","-"
"515",16,"Keke Coutee",IND,"WR176","14","4 out of 5 stars","-"
"516",16,"Hunter Long",MIA,"TE81","11","3 out of 5 stars","-"
"517",16,"Kendall Blanton",WAS,"TE82","14","4 out of 5 stars","-"
"518",16,"Chester Rogers",HOU,"WR177","6","3 out of 5 stars","-"
"519",16,"Adrian Peterson",FA,"RB141","-","-","-"
"520",16,"Alec Ingold",MIA,"RB142","11","4 out of 5 stars","-"
"521",16,"Cam Sims",WAS,"WR178","14","4 out of 5 stars","-177"
"522",16,"Jalen Nailor",MIN,"WR179","7","2 out of 5 stars","-170"
"523",16,"Larry Rountree III",LAC,"RB143","8","2 out of 5 stars","-"
"524",16,"Ray-Ray McCloud",SF,"WR180","9","3 out of 5 stars","-"
"525",16,"Cole Turner",WAS,"TE83","14","4 out of 5 stars","-109"
"526",16,"La'Mical Perine",NYJ,"RB144","10","4 out of 5 stars","-"
