"Ovr","Name","Team","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18"
"53.1","Hayden Hurst","ATL","4.8","1.1","0","4.9","12","","5","1.4","2.6","0","","","","6.8","1.6","9.1","","3.8"
"97.8","Gerald Everett","SEA","9","0.8","7.9","","","5","3.8","0.7","","10.3","5.2","12.2","2.7","9.8","8","14.8","5.1","2.5"
"61.5","Albert Okwuegbunam","DEN","9.1","4.4","1.1","1.6","","","","4.9","4.5","9.2","","1.7","3.6","12.6","7.3","0","1.5","0"
"63.5","Cameron Brate","TB","0","1.3","5.5","3.9","1.7","4.1","0","2.5","","7.1","3.7","3.8","6.8","2.1","3.2","8.1","7.5","2.2"
"6.8","Parker Hesse","ATL","0","0","","","","","","","","0","1","1.2","0","","","","4.6","0"
"0","Kahale Warring","JAX","","","","","","","","0","","","","","","","","","0",""
"116.5","Tyler Higbee","LA","9.3","1.3","12.5","5.6","8.4","6.1","7.1","4","7.6","9.5","","0.8","7.3","","","6.6","9.9","20.5"
"64.1","Anthony Firkser","TEN","3.4","","","3.8","4.8","1.6","1.4","1.3","1.2","0.7","11.1","1.2","","5.4","2.9","1.8","9.9","13.6"
"4.6","Jeremy Sprinkle","DAL","0","0","0","0","0","0","","0","0","0","","0","0","0","3.1","0","0","1.5"
"0.5","Darrell Daniels","ARZ","0","0","0","0","","0","","0","0.5","0","0","","0","0","0","0","0","0"
"0","Ben Ellefson","MIN","","0","0","0","0","","","","","","","","","","","","","0"
"165.1","George Kittle","SF","9.8","3.7","13.6","6","","","","","19.1","13.5","11.4","1.8","35.1","27.6","12.3","3.7","4","3.5"
"0","David Wells","ARZ","","","","","","","","","0","","","","","","","","0","0"
"0","C.J. Goodwin","DAL","0","","","","","","","","","","","","","","","","",""
"142.6","Kyle Pitts","ATL","5.1","9.8","4.5","7","22.4","","19.8","2.3","7.7","8","4.4","3.6","6.8","8.6","9.7","13.2","7.9","1.8"
"39.5","MyCole Pruitt","TEN","0","5.8","1.2","1.9","7.9","0","9.7","3.2","0","6.7","0","1.5","","1","0.6","0","0",""
"29.7","Brock Wright","DET","","","","","","","0","0","","0.7","1.7","0","9.8","3.5","0","1.9","","12.1"
"51.8","Adam Trautman","NO","3.3","0","0","0.8","5.3","","5.1","1.4","6.7","5.7","14.3","","","","0.9","","0","8.3"
"0","Noah Togiai","PHI","","","","","","","","","","","","","","","","","","0"
"0","Devin Asiasi","NE","","","","","","","","","","0","","","","","","","",""
"5","Trevon Wesco","NYJ","0","0","0","0","0","","0","","2.6","0","0","0","","","2.4","0","",""
"67.6","Mo Alie-Cox","IND","0","2.3","2.4","17.7","6.5","9.3","10","0","3.3","1.1","0","1.3","0.5","","0","5.2","4.3","3.7"
"9.2","Chris Myarick","NYG","","0","","","","","","","","","0","8.1","0","0","0","1.1","0",""
"135","Dallas Goedert","PHI","12.2","3.4","7.6","14.1","3.8","","8.5","10.2","5.8","3.8","8.7","0.5","25.5","","17","3.8","10.1",""
"41.4","Robert Tonyan","GB","1.8","12.7","1.1","1.8","1.3","2","14.3","6.4","","","","","","","","","",""
"112.8","T.J. Hockenson","DET","19.7","16.6","2","6.2","3.2","11.4","7.8","13.9","","0","8.1","11","12.9","","","","",""
"13.2","Antony Auclair","HST","0","0","0","0","7.6","0","0","0","3.3","","0","0","0","1.1","0","0","","1.2"
"45.8","Brevin Jordan","HST","","","","","","","","11.6","1.9","","1.2","9.8","1.7","10.6","","7.6","1.4","0"
"33.7","Jordan Akins","HST","0","2.2","5.2","1.2","2.7","6.1","2.3","7.8","1.7","","","","","1.1","3.4","0","0",""
"126.5","Mike Gesicki","MIA","0","5.6","13.6","14.2","6.3","15.5","18","6.3","7.4","0","7.5","3.2","8.1","","6.8","3.7","7.1","3.2"
"81.5","Evan Engram","NYG","","","3.1","4.9","7.5","3.9","7.4","9","11.3","","2.2","5.2","8.1","1.3","5.3","9.7","1.7","0.9"
"70.3","Foster Moreau","LV","0","10.4","1.3","0","0","1.6","15","","0","0","8.4","0.8","3.9","2.8","10","8.7","1.4","6"
"103.8","C.J. Uzomah","CIN","4.5","1.4","0","24","2.6","9","22.6","5.3","4.4","","1.9","2.4","3.5","7.6","3.3","6.1","5.2",""
"3.9","Daniel Brown","NYJ","","0","0","0","0","","0","0","","","","","0","0","","0","3.9",""
"0","Matt Bushman","LV","","","","","","","0","","","","","","","","","","",""
"0","Jared Pinkney","DET","","","","","","","","","","","","","","","","","0","0"
"13.1","Ross Dwelley","SF","0","0","0","8.6","3.5","","1","0","0","0","0","0","0","0","0","0","0","0"
"16","Jacob Hollister","JAX","","","2.5","1","6.6","0","","","","","","","","","0","3","","2.9"
"0","Jacob Harris","LA","","","","","","0","","0","","","","","","","","","",""
"30.5","Stephen Anderson","LAC","0.6","1.9","0","3.9","0","0.4","","0","11.9","0","0","2.8","0","1.6","1.7","4.4","1.3","0"
"125","Noah Fant","DEN","9.2","11.3","2.5","13.6","3.5","20.2","6.4","1.8","","8.4","","2.7","5.3","7.1","8.2","4.5","18.2","2.1"
"1.4","Brycen Hopkins","LA","","","","","","","","","","","","","0","0","1.4","0","",""
"2.5","Demetrius Harris","ARZ","0","0","0","0","0","0","0","0","","0","0","","1.7","0","0","0.8","",""
"32.9","Marcedes Lewis","GB","2.4","0","0","1.2","4.4","2.7","4.6","0","0.4","2","0","1.4","","7.1","5.5","1.2","0","0"
"104.4","Jared Cook","LAC","8.1","4.3","3.7","16","3.4","10.5","","3.5","6.8","1.5","4.3","9.5","4.4","7.8","4.7","5.9","","10"
"2.2","Luke Stocker","MIN","","","","","","0","","1.2","1","0","0","0","0","0","0","0","0","0"
"0","Ross Travis","DET","","","","","0","0","0","","","","","","","","","","0",""
"53","Durham Smythe","MIA","1.4","0","0","1.6","3.3","8.4","5.2","0","3.7","2.8","5.7","6","0","","0.9","4.6","5.2","4.2"
"33.3","Maxx Williams","ARZ","0","12.9","3.4","15.1","1.9","","","","","","","","","","","","",""
"39.6","Will Dissly","SEA","5.2","0","4.4","1.5","3.9","7.8","0","0","","3.2","2.1","2.9","1.7","4.8","0.8","","1.3",""
"71.5","Austin Hooper","CLV","4.2","6.5","8.9","1.6","0","0.9","5.2","4.6","2.4","10.5","7.3","0","","11.5","","4.1","3.8","0"
"137.6","Dawson Knox","BUF","6.1","8.7","12.9","18.2","19.2","4","","","","2.2","11","16.7","2.4","15.5","5.8","8.1","0","6.8"
"0","Colin Thompson","CAR","0","","0","0","0","0","0","0","0","","0","","","","","","0",""
"36.4","James O'Shaughnessy","JAX","7.8","2.9","","","","","","","","","","4.4","2.3","4.1","8","6.9","",""
"4.9","Shane Zylstra","DET","","","","","","","","","","","","","","2.8","2.1","0","",""
"28.6","Pharaoh Brown","HST","8.7","0","0","1.1","3.2","1.8","2.6","","","","2","0","4.3","0","1.5","2","1.4","0"
"47","Donald Parham","LAC","0","0","2.4","8.7","9.9","2","","0","11.4","2.2","5.8","1","1.3","2.3","0","","",""
"19.2","Joe Fortson","KC","0","1.6","7.7","6.7","0","3.2","","","","","","","","","","","",""
"2.1","Richard Rodgers","PHI","","","","","","","0","0","","","","","","","","","","2.1"
"91.2","Cole Kmet","CHI","6.7","0.5","1.6","1.1","3.2","6.9","6.8","3.9","11.7","","1.7","10.5","5.6","3.2","10.1","6.9","4","6.8"
"49","Josiah Deguara","GB","0","","0.9","0","0","0.9","0","3","2.6","1.9","10.7","2.3","","5.9","3.1","1.5","2.1","14.1"
"139.3","Hunter Henry","NE","4.6","5.2","6.1","11.2","16.5","9.5","9.3","3.8","8.9","17.7","3.5","2.6","0","","22.7","1.4","5.2","11.1"
"4.6","Tommy Hudson","TEN","","1.9","0.8","1.9","","","","","","","0","","","","","","",""
"0","Nakia Griffin-Stewart","KC","","","","","","","","","","","","","","","","0","",""
"51.8","Harrison Bryant","CLV","2.2","6.9","0","0.8","0","0","2","4.3","3.6","2.8","0","6.5","","","8.1","6.6","6.6","1.4"
"14.9","Tommy Sweeney","BUF","0","0","1.2","0","0.6","6.6","","4.5","2","0","0","0","0","","0","","",""
"15.7","Jesse James","CHI","0","0","0","0","","0","3.5","11.3","0","","0","0","0","0","","","0.9","0"
"1.8","Ethan Wolf","NO","","","","","","","","","","","","","","0","","1.8","",""
"23.8","Nick Vannett","NO","","","","","","","","","","","2.5","7.6","6.3","5.9","0","0","","1.5"
"2.3","Derek Carrier","LV","0","2.3","0","0","","","","","","","","","","","","","","0"
"143.7","Zach Ertz","ARZ","4.4","1.1","13.3","9","1.2","10.9","14.5","6.2","4.2","6.6","24.8","","1.5","6.7","10.4","9.4","7.6","11.9"
"4.8","Kaden Smith","NYG","0","3.4","1.4","0","0","0","0","0","0","","","","","","","","",""
"17","Adam Shaheen","MIA","","0","0","0","2.5","","4.3","1.3","1.6","4.9","2.4","","","","","0","0","0"
"26.5","O.J. Howard","TB","0","2.6","1.6","0","2.9","13.9","1.4","2.6","","0","1.5","0","0","0","0","0","0","0"
"3.1","Mitchell Wilcox","CIN","0","0","0","0","0","0","0","0","0","","","","0","","0","0","0","3.1"
"13.1","Noah Gray","KC","0","","1","0","","0","0.9","0","0","6.6","1.3","","0","0","0","2.2","1.1","0"
"0","Tanner Hudson","SF","","","","","0","","","","","","","","","","","","",""
"0","Miller Forristall","CLV","","","","","","","","","","","","","","0","0","","",""
"53.4","Jonnu Smith","NE","7.3","4.8","0.9","8.9","4.2","1.4","6.7","2.3","1.3","","2.2","7.3","1.6","","1","0","3","0.5"
"0","Jordan Franks","CLV","","","0","","","","","","","","","","","","","","",""
"0","Ryan Izzo","TEN","","","","","","","","","","","","","","","","","","0"
"0","Tyler Mabry","SEA","0","","0","0","0","","","","","","","","","","","0","","0"
"0","Nick Bowers","LV","","","","","0","0","","","","","","","","","0","0","0",""
"89.6","David Njoku","CLV","9.1","2.8","0","2.7","24.4","1.1","2.8","5.4","8.3","1.6","3.1","11","","","4.4","0","10.8","2.1"
"12","Chris Herndon","MIN","0","0","0","0","0","6.7","","1.2","0","1.9","0","0","0","2.2","0","0","0",""
"27.8","Ian Thomas","CAR","2.2","1.2","0","3","6","4.6","0","1.5","1.4","0","1.2","0","","0","1","0.9","4.8","0"
"0.7","Nick Boyle","BLT","","","","","","","","","","","0","0","","","0","0","0.7",""
"143.7","Rob Gronkowski","TB","25","17.9","7.5","","","","","0","","","10.1","15.8","19.8","8.7","3.9","2.8","15","17.2"
"7.7","Charlie Woerner","SF","0","0","0","0","0.9","","4","1.2","0","0","0","1.6","0","0","0","0","0","0"
"4.4","Dominique Dafney","GB","0","0","","","","","","0","0","","1.3","0","","0","","0","0","3.1"
"13.6","Drew Sample","CIN","0","0","0","0","1.9","0","0","0","5.1","","0.8","0","0","1.9","0.7","1.9","0","1.3"
"14.7","Eric Saubert","DEN","1.2","1.2","0","0","0","3.8","0.8","0","1.1","0","","6.6","0","0","0","0","0","0"
"26.5","Eric Ebron","PIT","2.4","0","0","1.8","2","8.1","","","","2.3","9.9","","","","","","",""
"41.7","Jimmy Graham","CHI","1.6","0","0","0","0","0","","","3.3","","3.5","10.4","6.6","1.9","1.8","10","0","2.6"
"106","Darren Waller","LV","21.5","9","7.9","13","6.5","8.4","","","12.7","4.4","15.1","4.3","","","","","","3.2"
"1.4","Johnny Mundt","LA","0","0","0","1.4","0","0","","","","","","","","","","","",""
"4.6","Kenny Yeboah","NYJ","","","","","","","","","","","","","0","","","","4.6","0"
"0","J.P. Holtz","CHI","0","0","","0","","","0","0","","","0","0","0","0","0","0","","0"
"46.4","Juwan Johnson","NO","15.6","2.8","0","9","0","","1.3","0","","4.6","","0","3.2","2","0","","0.9","7"
"46.6","Logan Thomas","WAS","10.5","7","12.2","0","","","","","","","","4.6","12.3","","","","",""
"0","Codey McElroy","TB","","","","0","0","","","","","","","","","","","","",""
"5.8","Colby Parkinson","SEA","","","","0","0.6","0","0","0","","","1.1","","0","0","0","0","1.7","2.4"
"0","Matt LaCosse","NE","","","","","","","","","","0","","","","","","","",""
"1.8","Kevin Rader","PIT","","","","","","","","","0.6","","","","0","0","","1.2","0","0"
"15.1","Jesper Horsted","CHI","","","","","6.7","","0","","0","","","","","","8.4","","",""
"27.1","Blake Jarwin","DAL","3.5","5.2","2.4","8.3","0","6.6","","0","","","","","","","","","","1.1"
"0","Temarrick Hemingway","WAS","","","","","","","","","","","","","","","","","","0"
