"Ovr","Name","Team","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18"
"215.4","Tyler Lockett","SEA","13.2","16.2","32.5","4.9","6.4","","45.5","5.3","6","9.1","17.2","3.8","9.3","7.7","5.4","5.9","27",""
"41.6","Isaiah Ford","MIA","2.3","11.1","2.4","6.8","3.3","0","","1.5","","","","","","","3.3","5.7","5.2",""
"49.4","Donovan Peoples-Jones","CLV","","","","0","0","0","13.1","0","","2.6","0","0","16.2","8.9","7","","1.6",""
"10.5","J.J. Arcega-Whiteside","PHI","0","0","0","","4.2","0","1.3","0","","","","","","","","","5",""
"143.8","Michael Gallup","DAL","6.5","6.8","22.8","3.9","9.3","3.3","0","9.6","5.1","","3.9","7.1","18.1","3.3","10.1","27.1","6.9",""
"145","Jarvis Landry","CLV","8.6","6.1","5.6","7.3","10.8","5.5","7.7","7.2","","4.4","3.6","24.3","16.2","8.2","15.6","","13.9",""
"4.8","Nick Westbrook-Ikhine","TEN","","0","0","","1.2","0","0","0","0","0","","0","","0","0","2.4","0",""
"22","Auden Tate","CIN","0","","3.9","2","1.7","","0","10","","3.4","1","0","","","","","",""
"19.9","Laquon Treadwell","ATL","","","","","","","","","","","","","","7.4","1.9","8.1","2.5",""
"0","Jordan Matthews","SF","","","","","","","","","","","","","","","","","0",""
"5.1","Brandon Zylstra","CAR","0","0","0","0","","","0.9","0","3.3","0","0","0","","0.8","0.1","0","0",""
"96.9","Travis Fulgham","PHI","","","","12.7","26.2","16.5","9.8","16.8","","1.3","1.3","2.6","0","0","4","3.7","2",""
"72.9","Sammy Watkins","KC","18","1.6","9.7","6.3","9.4","","","","","","","5.8","5.5","6.2","8","2.4","",""
"5.9","Juwan Johnson","NO","","","","","","","0","1","","","","","0","1.6","0","2.4","0.9",""
"8.3","Damion Ratley","HST","0","0","3.4","4.9","0","","","","","","","","","","","","",""
"10.8","K.J. Hill","LAC","0","0","2","0","1.3","","","0","","0","","","1.2","0.9","5.4","0","0",""
"73.9","Larry Fitzgerald","ARZ","5.4","8.5","0.5","1.4","5.5","3.7","10.2","","7.4","2.3","10.2","","","2","11","5.8","",""
"70.2","Cam Sims","WAS","","0","0","2.7","","8.7","2.7","","12.5","7.4","3","0","11.7","1.8","5.1","7.8","6.8",""
"121.9","Keelan Cole","JAX","13.2","14.8","6.3","6.6","9.7","17.3","1.7","","1.1","13.2","3.6","5.9","1.2","16.2","3.2","4.1","3.8",""
"176.6","Robbie Anderson","CAR","20.4","15.4","8","13.9","15.5","9.7","10.4","7.3","10.8","4.1","8.1","17.4","","13.7","3","13.4","5.5",""
"0","Trey Quinn","JAX","","","","","","","","","","","","0","","","","","",""
"5.9","Riley Ridley","CHI","","","","","","","","","3.3","0","","2.6","","0","0","","",""
"34.9","Tyler Johnson","TB","","","0","0","8.1","7.2","7.4","4.5","1.6","0","0","0","","0","0","4","2.1",""
"122.4","Christian Kirk","ARZ","0.5","7","","9.4","10.3","21.6","18.2","","20.8","4.7","7","3.4","0.7","2.9","4.8","11.1","",""
"20.2","Malcolm Perry","MIA","","","","","","","","1","0","3.7","3.8","1.3","","1","0.4","0","9",""
"0","Malik Turner","DAL","","","","0","","","","","","","","","","","","","",""
