"Ovr","Name","Team","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18"
"0","Mario Edwards Jr.","NO","","","","","","","","","","","","","","0","","","",""
"58.4","Benny Snell Jr.","PIT","","2.3","0.6","0.1","","9.4","","1.3","","","","10.8","13.2","4.1","0.1","1.4","15.1",""
"30.2","Qadree Ollison","ATL","","","","","","","","","","","7.1","9.2","","0.6","6.1","6.3","0.9",""
"0","Chandler Cox","MIA","0","0","0","0","","","0","0","0","0","0","0","0","0","","","0",""
"7.3","Patrick DiMarco","BUF","1.9","0.9","0","0","0","","3.6","0","0","0.9","0","0","0","0","0","0","0",""
"62.3","Darrel Williams","KC","","0","13.4","19.1","0","5.7","1.6","1","0.1","2","11.3","","8.1","","","","",""
"124.4","Tarik Cohen","CHI","8.9","3.5","3.4","8.8","7.9","","7.4","6.1","2.6","11.7","15.9","8.9","5.5","6.1","12","4.8","10.9",""
"3.3","T.J. Logan","TB","0","","0","0","0","","","","0.7","0.6","1.6","0.2","0.2","","","","",""
"229.5","Mark Ingram II","BLT","22.7","8.7","33.5","7.6","11.9","14.4","5.8","","15.4","9.4","22","24.3","7.2","9.4","21.1","16.1","",""
"0","B.W. Webb","CIN","","","","","","","","","","","","","0","","","","",""
"0","Trenton Cannon","NYJ","0","","","","","","","","","","","","","","","","",""
"12.2","D'Ernest Johnson","CLV","4.6","6.5","0","","1.1","0","","","","0","0","","","0","","0","",""
"83.5","Jaylen Samuels","PIT","1.1","3.6","0","18.3","2.8","","","","14.8","5.5","13","4.7","6.4","4.4","0.9","5.9","2.1",""
"0","Jalen Ramsey","JAX","","","0","","","","","","","","","","","","","","",""
"0.9","Jordan Scarlett","CAR","","","","","","","","0.9","0","","","","","","","","",""
"0","Corey Clement","PHI","0","","","","","","","","","","","","","","","","",""
"10.3","Elandon Roberts","NE","","","","","","","0","0","","","0","0","0","0","0","0","10.3",""
"25.2","T.J. Yeldon","BUF","0","0","5.9","8.8","4.8","","","","","","","","","","","","5.7",""
"0.4","Alfred Morris","ARZ","","","","","","","","","0.4","","","","","","","","",""
"19","Wendell Smallwood","WAS","","2.3","0","1.9","2.7","0.4","4.6","2.5","1.3","","1.6","0.8","","0.4","","","0.5",""
"95.8","Matt Breida","SF","3.7","13.7","9.8","","26.4","8.3","4.1","5.5","10.2","3.5","","","","6.3","2.7","","1.6",""
